№ УИК,Адрес голосования,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
2083.0,"192242, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 8, корпус 2, ",,,,,,,,,,,
2084.0,"192242, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 8, корпус 2, ",,,,,,,,,,,
2085.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 14, корпус 2, ",,,,,,,,,,,
2086.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Бухарестская улица, дом 33, корпус 6, ",,,,,,,,,,,
2087.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Бухарестская улица, дом 33, корпус 6, ",,,,,,,,,,,
2088.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Бухарестская улица, дом 33, корпус 6, ",,,,,,,,,,,
2089.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Бухарестская улица, дом 33, корпус 6, ",,,,,,,,,,,
2090.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 14, корпус 2, ",,,,,,,,,,,
2091.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Будапештская улица, дом 30, корпус 2, ",,,,,,,,,,,
2092.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Будапештская улица, дом 42, корпус 6, ",,,,,,,,,,,
2093.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Будапештская улица, дом 42, корпус 6, ",,,,,,,,,,,
2094.0,"192071, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Будапештская улица, дом 42, корпус 6, ",,,,,,,,,,,
2095.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, проспект Славы, дом 6, корпус 2, ",,,,,,,,,,,
2096.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 20, корпус 2, ",,,,,,,,,,,
2097.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 20, корпус 2, ",,,,,,,,,,,
2098.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, Белградская улица, дом 20, корпус 2, ",,,,,,,,,,,
2099.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, проспект Славы, дом 6, корпус 2, ",,,,,,,,,,,
2100.0,"192212, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Купчино, проспект Славы, дом 6, корпус 2, ",,,,,,,,,,,
2101.0,,,,,,,,,,,,
2102.0,,,,,,,,,,,,
2103.0,,,,,,,,,,,,
1545.0,"192019, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Хрустальная улица, дом 12, ",,,,,,,,,,,
1546.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Елизарова проспект, дом 7, ",,,,,,,,,,,
1547.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Елизарова проспект, дом 7, ",,,,,,,,,,,
1548.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 15, ",,,,,,,,,,,
1549.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 15, ",,,,,,,,,,,
1550.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Большой Смоленский проспект, дом 36, ",,,,,,,,,,,
1551.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Большой Смоленский проспект, дом 36, ",,,,,,,,,,,
1552.0,"192148, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 27, ",,,,,,,,,,,
1553.0,"192148, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ольги Берггольц улица, дом 27, ",,,,,,,,,,,
1554.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, ",,,,,,,,,,,
1555.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, ",,,,,,,,,,,
1556.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Невская застава, Ткачей улица, дом 9, ",,,,,,,,,,,
1557.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 56, ",,,,,,,,,,,
1558.0,"192029, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 56, ",,,,,,,,,,,
1559.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 66, ",,,,,,,,,,,
1560.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Седова улица, дом 66, ",,,,,,,,,,,
1561.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, ",,,,,,,,,,,
1562.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, ",,,,,,,,,,,
1563.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 65, ",,,,,,,,,,,
1564.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Ивановская улица, дом 11, ",,,,,,,,,,,
1565.0,"192171, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Ивановская улица, дом 11, ",,,,,,,,,,,
1566.0,"192131, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 50, ",,,,,,,,,,,
1567.0,"192131, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 50, ",,,,,,,,,,,
1568.0,"192131, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Ивановский, Бабушкина улица, дом 50, ",,,,,,,,,,,
1569.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Красных Зорь бульвар, дом 6, корпус 2, ",,,,,,,,,,,
1570.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Красных Зорь бульвар, дом 6, корпус 2, ",,,,,,,,,,,
1571.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Красных Зорь бульвар, дом 6, корпус 2, ",,,,,,,,,,,
1572.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Шелгунова улица, дом 23, ",,,,,,,,,,,
1573.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Кибальчича улица, дом 8, корпус 2, ",,,,,,,,,,,
1574.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Александровской фермы проспект, дом 11, ",,,,,,,,,,,
1575.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Александровской фермы проспект, дом 11, ",,,,,,,,,,,
1576.0,"192174, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Александровской фермы проспект, дом 11, ",,,,,,,,,,,
1577.0,"192131, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Бабушкина улица, дом 56, корпус 1, ",,,,,,,,,,,
1578.0,"192131, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Бабушкина улица, дом 56, корпус 1, ",,,,,,,,,,,
1579.0,"192131, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Бабушкина улица, дом 119, ",,,,,,,,,,,
1580.0,"192012, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Обуховской Обороны проспект, дом 257, ",,,,,,,,,,,
1581.0,"192012, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Обуховской Обороны проспект, дом 257, ",,,,,,,,,,,
1582.0,"192012, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, Обуховской Обороны проспект, дом 257, ",,,,,,,,,,,
1583.0,"192012, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, 2-й Рабфаковский переулок, дом 1, корпус 4, ",,,,,,,,,,,
1584.0,"192012, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, 2-й Рабфаковский переулок, дом 1, корпус 4, ",,,,,,,,,,,
1585.0,"192012, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Обуховский, 2-й Рабфаковский переулок, дом 1, корпус 4, ",,,,,,,,,,,
1586.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 10, ",,,,,,,,,,,
1587.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 10, ",,,,,,,,,,,
1588.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 10, ",,,,,,,,,,,
1589.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Караваевская улица, дом 6, ",,,,,,,,,,,
1590.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Караваевская улица, дом 6, ",,,,,,,,,,,
1591.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Караваевская улица, дом 6, ",,,,,,,,,,,
1592.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Караваевская улица, дом 10, корпус 2, ",,,,,,,,,,,
1593.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Караваевская улица, дом 10, корпус 2, ",,,,,,,,,,,
1594.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Рыбацкий проспект, дом 29, корпус 2, ",,,,,,,,,,,
1595.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Рыбацкий проспект, дом 29, корпус 2, ",,,,,,,,,,,
1596.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Рыбацкий проспект, дом 29, корпус 2, ",,,,,,,,,,,
1597.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Рыбацкий проспект, дом 29, корпус 2, ",,,,,,,,,,,
1598.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 43, ",,,,,,,,,,,
1599.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 43, ",,,,,,,,,,,
1600.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 43, ",,,,,,,,,,,
1601.0,"192177, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 43, ",,,,,,,,,,,
1602.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 24, корпус 2, ",,,,,,,,,,,
1603.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 24, корпус 2, ",,,,,,,,,,,
1604.0,"192076, Город Санкт-Петербург, Невский район, муниципальное образование муниципальный округ Рыбацкое, Шлиссельбургский проспект, дом 24, корпус 2, ",,,,,,,,,,,
1605.0,,,,,,,,,,,,
973.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ириновский, дом 17, корпус 5, ",,,,,,,,,,,
974.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ириновский, дом 17, корпус 5, ",,,,,,,,,,,
975.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 22, корпус 3, ",,,,,,,,,,,
976.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 22, корпус 3, ",,,,,,,,,,,
977.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 17, корпус 2, ",,,,,,,,,,,
978.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 17, корпус 2, ",,,,,,,,,,,
979.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 17, корпус 2, ",,,,,,,,,,,
980.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 17, корпус 2, ",,,,,,,,,,,
981.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 17, корпус 2, ",,,,,,,,,,,
982.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Индустриальный, дом 10, корпус 2, ",,,,,,,,,,,
983.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Индустриальный, дом 10, корпус 2, ",,,,,,,,,,,
984.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Индустриальный, дом 10, корпус 2, ",,,,,,,,,,,
985.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Индустриальный, дом 10, корпус 2, ",,,,,,,,,,,
986.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Индустриальный, дом 10, корпус 2, ",,,,,,,,,,,
987.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ириновский, дом 23, корпус 2, ",,,,,,,,,,,
988.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ириновский, дом 23, корпус 2, ",,,,,,,,,,,
989.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ириновский, дом 23, корпус 2, ",,,,,,,,,,,
990.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Наставников, дом 40, корпус 2, ",,,,,,,,,,,
991.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Наставников, дом 40, корпус 2, ",,,,,,,,,,,
992.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Наставников, дом 40, корпус 2, ",,,,,,,,,,,
993.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 31, ",,,,,,,,,,,
994.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 31, ",,,,,,,,,,,
995.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 31, ",,,,,,,,,,,
996.0,"195279, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Ударников, дом 31, ",,,,,,,,,,,
997.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Осипенко, дом 8, ",,,,,,,,,,,
998.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Осипенко, дом 8, ",,,,,,,,,,,
999.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Осипенко, дом 5, корпус 2, ",,,,,,,,,,,
1000.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Осипенко, дом 5, корпус 2, ",,,,,,,,,,,
1001.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Осипенко, дом 5, корпус 2, ",,,,,,,,,,,
1002.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Ленская, дом 2, корпус 2, ",,,,,,,,,,,
1003.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Косыгина, дом 25, корпус 2, ",,,,,,,,,,,
1004.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Косыгина, дом 25, корпус 2, ",,,,,,,,,,,
1005.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Косыгина, дом 25, корпус 2, ",,,,,,,,,,,
1006.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Ленская, дом 1, корпус 2, ",,,,,,,,,,,
1007.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Ленская, дом 1, корпус 2, ",,,,,,,,,,,
1008.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Ленская, дом 1, корпус 2, ",,,,,,,,,,,
1009.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Хасанская, дом 14, корпус 2, ",,,,,,,,,,,
1010.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Хасанская, дом 14, корпус 2, ",,,,,,,,,,,
1011.0,"195426, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Хасанская, дом 14, корпус 2, ",,,,,,,,,,,
1012.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Наставников, дом 11, корпус 2, ",,,,,,,,,,,
1013.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Наставников, дом 11, корпус 2, ",,,,,,,,,,,
1014.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, проспект Наставников, дом 11, корпус 2, ",,,,,,,,,,,
1015.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Белорусская, дом 26, корпус 2, ",,,,,,,,,,,
1016.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Белорусская, дом 26, корпус 2, ",,,,,,,,,,,
1017.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Белорусская, дом 26, корпус 2, ",,,,,,,,,,,
1018.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Белорусская, дом 26, корпус 2, ",,,,,,,,,,,
1019.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Хасанская, дом 18, корпус 3, ",,,,,,,,,,,
1020.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Хасанская, дом 18, корпус 3, ",,,,,,,,,,,
1021.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Белорусская, дом 10, ",,,,,,,,,,,
1022.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Хасанская, дом 18, корпус 3, ",,,,,,,,,,,
1023.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Пороховые, улица Белорусская, дом 10, ",,,,,,,,,,,
1024.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Косыгина, дом 28, корпус 3, ",,,,,,,,,,,
1025.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Косыгина, дом 28, корпус 3, ",,,,,,,,,,,
1026.0,"195298, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Косыгина, дом 28, корпус 3, ",,,,,,,,,,,
1027.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Коммуны, дом 32, корпус 4, ",,,,,,,,,,,
1028.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Коммуны, дом 32, корпус 4, ",,,,,,,,,,,
1029.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Коммуны, дом 32, корпус 4, ",,,,,,,,,,,
1030.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Энтузиастов, дом 47, корпус 2, ",,,,,,,,,,,
1031.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Энтузиастов, дом 47, корпус 2, ",,,,,,,,,,,
1032.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Энтузиастов, дом 47, корпус 2, ",,,,,,,,,,,
1033.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Энтузиастов, дом 46, корпус 3, ",,,,,,,,,,,
1034.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, проспект Энтузиастов, дом 46, корпус 3, ",,,,,,,,,,,
1035.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Коммуны, дом 42, корпус 3, ",,,,,,,,,,,
1036.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Коммуны, дом 42, корпус 3, ",,,,,,,,,,,
1037.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Коммуны, дом 42, корпус 3, ",,,,,,,,,,,
1038.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Отечественная, дом 5, ",,,,,,,,,,,
1039.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Отечественная, дом 5, ",,,,,,,,,,,
1040.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Отечественная, дом 5, ",,,,,,,,,,,
1041.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Отечественная, дом 5, ",,,,,,,,,,,
1042.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Отечественная, дом 6, ",,,,,,,,,,,
1043.0,"195030, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица 1-я Жерновская, дом 8, ",,,,,,,,,,,
1044.0,"195043, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, Рябовское шоссе, дом 75, ",,,,,,,,,,,
1045.0,"195043, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, Рябовское шоссе, дом 75, ",,,,,,,,,,,
1046.0,"195043, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, Рябовское шоссе, дом 126, ",,,,,,,,,,,
1047.0,"195043, Город Санкт-Петербург, Красногвардейский район, муниципальное образование муниципальный округ Ржевка, улица Ржевская, дом 18, ",,,,,,,,,,,
1145.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Чекистов улица, дом 18, ",,,,,,,,,,,
1146.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Чекистов улица, дом 18, ",,,,,,,,,,,
1147.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 21, литера А, ",,,,,,,,,,,
1148.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 21, литера А, ",,,,,,,,,,,
1149.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 43, ",,,,,,,,,,,
1150.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 43, ",,,,,,,,,,,
1151.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 43, ",,,,,,,,,,,
1152.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 43, ",,,,,,,,,,,
1153.0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Авангардная улица, дом 43, ",,,,,,,,,,,
1154.0,"198329, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Добровольцев улица, дом 8, ",,,,,,,,,,,
1155.0,"198329, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Добровольцев улица, дом 8, ",,,,,,,,,,,
1156.0,"198329, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Урицк, Добровольцев улица, дом 8, ",,,,,,,,,,,
