№ УИК,Адрес голосования,Координаты
293.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, улица Торфяная, дом 25, литера А, ",60.081176 30.24246299999999
294.0,"194294, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Тихоокеанская улица, дом 16, литера А, ",60.0709803 30.2359696
295.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, улица Шишкина, дом 30, ",60.08846999999999 30.2707201
296.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Осиновая Роща, Школьный переулок, дом 1, литера Б, ",Неправильный адрес
297.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Осиновая Роща, Юкковское шоссе, дом 6, корпус 1, литера А, ",60.10790249999999 30.2686398
298.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Осиновая Роща, Юкковское шоссе, дом 6, корпус 2, литера А, ",60.10790249999999 30.2686398
299.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Осиновая Роща, Юкковское шоссе, дом 6, корпус 1, литера А, ",60.10790249999999 30.2686398
300.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Осиновая Роща, Юкковское шоссе, дом 6, корпус 1, литера А, ",60.10790249999999 30.2686398
301.0,"194362, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Осиновая Роща, Юкковское шоссе, дом 6, корпус 2, литера А, ",60.10790249999999 30.2686398
302.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, литера А, ",60.07164340000001 30.3336953
303.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, литера А, ",60.07164340000001 30.3336953
304.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, литера А, ",60.07164340000001 30.3336953
305.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, литера А, ",60.07164340000001 30.3336953
306.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, литера А, ",60.07164340000001 30.3336953
307.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, строение 2, ",60.0734153 30.3396424
308.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, строение 2, ",60.0734153 30.3396424
309.0,"194294, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Тихоокеанская улица, дом 16, литера А, ",60.0709803 30.2359696
310.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, строение 2, ",60.0734153 30.3396424
311.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, строение 2, ",60.0734153 30.3396424
312.0,"194358, Город Санкт-Петербург, Выборгский район, муниципальное образование поселок Парголово, Фёдора Абрамова улица, дом 6, строение 2, ",60.0734153 30.3396424
1220.0,"197762, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Лебедева, дом 5 А, ",59.986737 29.786827
1221.0,"197762, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Лебедева, дом 5 А, ",59.986737 29.786827
1222.0,"197762, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, площадь Рошаля, дом 4/11, литера А, ",59.9942684 29.7786848
1223.0,"197762, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, площадь Рошаля, дом 4/11, литера А, ",59.9942684 29.7786848
1224.0,"197762, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, Манежный переулок, дом 1, ",59.9431076 30.3539143
1225.0,"197762, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Коммунистическая, дом 16, ",52.2694978 104.2952566
1226.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Советская, дом 43, ",59.9348547 30.378447
1227.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Флотская, дом 5, ",52.361859 104.2252745
1228.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, проспект Ленина, дом 15, ",60.2046985 29.7080742
1229.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, проспект Ленина, дом 6, ",59.956336 30.3561299
1230.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, проспект Ленина, дом 6, ",59.956336 30.3561299
1231.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Андреевская, дом 7, ",59.900112 30.368916
1232.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Андреевская, дом 3, ",59.900305 30.3676449
1233.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, проспект Ленина, дом 51, ",59.966047 30.295906
1234.0,"197761, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Станюковича, дом 4, ",60.00882 29.723255
1235.0,"197761, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Станюковича, дом 4, ",60.00882 29.723255
1236.0,"197761, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Станюковича, дом 4, ",60.00882 29.723255
1237.0,"197761, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, улица Гидростроителей, дом 6, ",52.233923 104.312645
1238.0,"197760, Город Санкт-Петербург, Кронштадтский район, муниципальное образование город Кронштадт, Цитадельское шоссе, дом 2, ",59.993544 29.751419
2293.0,,""
2294.0,,""
2295.0,,""
2180.0,"191186, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Дворцовый округ, Миллионная улица, дом 14, ",59.9430169 30.32311189999999
2181.0,"191186, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Дворцовый округ, Невский проспект, дом 14, ",59.93677100000001 30.316188
2182.0,"191186, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Дворцовый округ, Невский проспект, дом 22-24, ",59.93589549999999 30.3242128
2183.0,"191011, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Дворцовый округ, площадь Искусств, дом 2, ",59.937126 30.333857
2184.0,"191187, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Гагаринская улица, дом 5, ",59.94754640000001 30.341773
2185.0,"191123, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Воскресенская набережная, дом 24, ",59.9496457 30.3550851
2186.0,"191123, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Шпалерная улица, дом 33, ",59.94884010000001 30.3563676
2187.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Кирочная улица, дом 8 А, ",59.94415499999999 30.3511831
2188.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Соляной переулок, дом 12, ",59.943609 30.341834
2189.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Соляной переулок, дом 12, ",59.943609 30.341834
2190.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Моховая улица, дом 6, ",59.94570290000001 30.34535839999999
2191.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, набережная реки Фонтанки, дом 22, ",59.9402575 30.34159189999999
2192.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Литейный проспект, дом 42, ",59.93827400000001 30.348707
2193.0,"191028, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Пестеля, дом 16 Б, ",59.9430395 30.3498687
2194.0,"191123, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Гродненский переулок, дом 8/10, ",59.9417943 30.3604078
2195.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Рылеева, дом 9, ",59.9424368 30.3532768
2196.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Маяковского, дом 26, ",59.93809599999999 30.3546829
2197.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, набережная реки Фонтанки, дом 32, ",59.93761629999999 30.3442246
2198.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Литейный проспект, дом 42, ",59.93827400000001 30.348707
2199.0,"191014, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Маяковского, дом 9/16, ",59.93632100000001 30.355273
2200.0,"191025, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, улица Маяковского, дом 8, ",59.933334 30.354023
2201.0,"191025, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Литейный округ, Невский проспект, дом 100, ",59.932007 30.355546
2202.0,"191186, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, Гороховая улица, дом 20, ",59.931566 30.3179279
2203.0,"191023, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, набережная канала Грибоедова, дом 34, ",59.93120259999999 30.3225241
2204.0,"191011, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, Невский проспект, дом 39, ",59.93290400000001 30.34005
2205.0,"191023, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ N78, Торговый переулок, дом 2 А, ",59.92896500000001 30.332876
2206.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Графский переулок, дом 1, ",59.930913 30.34325
2207.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Графский переулок, дом 1, ",59.930913 30.34325
2208.0,"191025, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Графский переулок, дом 8, ",59.930609 30.3460189
2209.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Большая Московская улица, дом 10, ",59.92605889999999 30.3473413
2210.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Большая Московская улица, дом 10, ",59.92605889999999 30.3473413
2211.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, набережная реки Фонтанки, дом 62, ",59.92867 30.3391051
2212.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, набережная реки Фонтанки, дом 62, ",59.92867 30.3391051
2213.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Ломоносова, дом 9, ",59.92697099999999 30.338033
2214.0,"191180, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, переулок Джамбула, дом 3, ",59.92614760000001 30.3329891
2215.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Социалистическая улица, дом 7/11, ",59.92338249999999 30.3406257
2216.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Пушкинская улица, дом 9, ",59.9298465 30.357077
2217.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Кузнечный переулок, дом 20, ",59.9268832 30.3567156
2218.0,"191002, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Марата, дом 27, ",59.92707309999999 30.352163
2219.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Коломенская улица, дом 6, ",59.925738 30.355134
2220.0,"191040, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Коломенская улица, дом 6, ",59.925738 30.355134
2221.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Правды, дом 8, ",59.9238702 30.3437818
2222.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Константина Заслонова, дом 23, ",59.91833699999999 30.345265
2223.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, Звенигородская улица, дом 30 А, ",59.91809300000001 30.34351789999999
2224.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Константина Заслонова, дом 6, ",59.91998499999999 30.3508799
2225.0,"191119, Город Санкт-Петербург, Центральный район, муниципальное образование муниципальный округ Владимирский округ, улица Константина Заслонова, дом 6, ",59.91998499999999 30.3508799
2226.0,,""
512.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Арсенальная набережная, дом 13/1, ",59.953289 30.35738509999999
513.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Арсенальная набережная, дом 13/1, ",59.953289 30.35738509999999
514.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Финский переулок, дом 7, ",59.95655199999999 30.353775
515.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Кондратьевский проспект, дом 46, ",59.971851 30.386591
516.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Лабораторная улица, дом 15, ",59.97657 30.383833
517.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 14, ",59.97077400000001 30.3946749
518.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Федосеенко улица, дом 28, ",59.974622 30.394819
519.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Кондратьевский проспект, дом 51, ",59.97367300000001 30.3897919
520.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Федосеенко улица, дом 28, ",59.974622 30.394819
521.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Полюстровский проспект, дом 33, корпус 3, ",59.968494 30.4001949
522.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Пискаревский проспект, дом 14, ",59.96667899999999 30.4074691
523.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Пискаревский проспект, дом 14, ",59.96667899999999 30.4074691
524.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Антоновская улица, дом 16, ",59.97227399999999 30.408947
525.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 17, ",59.974187 30.4017
526.0,"195221, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Антоновская улица, дом 16, ",59.97227399999999 30.408947
527.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 58, корпус 2, ",59.98080699999999 30.401647
528.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Герасимовская улица, дом 5, ",59.98207799999999 30.401294
529.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 58, корпус 2, ",59.98080699999999 30.401647
530.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 31, корпус 2, ",59.980773 30.40939
531.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Замшина улица, дом 31, корпус 2, ",59.980773 30.40939
532.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Руставели улица, дом 26, ",60.00844799999999 30.432108
533.0,"195067, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 2, ",59.9901384 30.42343039999999
534.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 15, корпус 3, ",59.996301 30.4339951
535.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 15, корпус 3, ",59.996301 30.4339951
536.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4, ",60.002976 30.425904
537.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4, ",60.002976 30.425904
538.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Руставели улица, дом 26, ",60.00844799999999 30.432108
539.0,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Науки проспект, дом 44, ",60.00649599999999 30.425724
540.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16, ",59.985442 30.4052469
541.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16, ",59.985442 30.4052469
542.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 2, ",59.9843439 30.416158
543.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 5, ",59.9848556 30.4190601
544.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10, ",59.98683299999999 30.420522
545.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10, ",59.98683299999999 30.420522
546.0,"195067, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 2, ",59.9901384 30.42343039999999
547.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16, ",59.985442 30.4052469
548.0,"195197, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Маршала Блюхера проспект, дом 14, ",59.98028299999999 30.382106
549.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Софьи Ковалевской улица, дом 13, корпус 6, ",60.01547199999999 30.4203261
550.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Карпинского улица, дом 38, корпус 8, ",60.014806 30.4241421
551.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Карпинского улица, дом 38, корпус 8, ",60.014806 30.4241421
552.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Карпинского улица, дом 38, корпус 8, ",60.014806 30.4241421
553.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Софьи Ковалевской улица, дом 13, корпус 6, ",60.01547199999999 30.4203261
554.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 30, корпус 3, ",60.009602 30.418819
555.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 28, корпус 4, ",60.005986 30.4159401
556.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 28, корпус 4, ",60.005986 30.4159401
557.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 24, корпус 3, ",60.010552 30.4149609
558.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 30, корпус 3, ",60.009602 30.418819
559.0,"195252, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 38, ",60.00776699999999 30.420819
560.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 31, корпус 5, ",60.006623 30.396932
561.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 31, корпус 5, ",60.006623 30.396932
562.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 14, корпус 4, ",60.00723499999999 30.410974
563.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Верности улица, дом 14, корпус 4, ",60.00723499999999 30.410974
564.0,"195256, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Науки проспект, дом 24, корпус 3, ",60.010552 30.4149609
565.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 7/1, ",59.997407 30.3849089
566.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Фаворского улица, дом 16, ",60.0011471 30.3913977
567.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Бутлерова улица, дом 22, корпус 1, ",60.003894 30.397711
568.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Бутлерова улица, дом 22, корпус 1, ",60.003894 30.397711
569.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Фаворского улица, дом 16, ",60.0011471 30.3913977
570.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Гражданский проспект, дом 31, корпус 5, ",60.006623 30.396932
571.0,"195220, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Гражданка, Бутлерова улица, дом 22, корпус 1, ",60.003894 30.397711
572.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Бестужевская улица, дом 5, корпус 1, ",59.98628829999999 30.3857116
573.0,"195009, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Финляндский округ, Арсенальная набережная, дом 13/1, ",59.953289 30.35738509999999
574.0,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Бестужевская улица, дом 5, корпус 1, ",59.98628829999999 30.3857116
2283.0,,""
2284.0,,""
2285.0,,""
1612.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Блохина, дом 31, ",59.95262640000001 30.2930544
1613.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Зверинская, дом 35-37, ",59.9518149 30.3042517
1614.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Съезжинская, дом 26-28, ",59.9544128 30.30173079999999
1615.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Блохина, дом 31, ",59.95262640000001 30.2930544
1616.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Съезжинская, дом 15/17, ",59.9539835 30.2985955
1617.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Зверинская, дом 35-37, ",59.9518149 30.3042517
1618.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Большая Пушкарская, дом 14 Б, ",59.9566992 30.2987307
1619.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Введенский, улица Введенская, дом 16, ",59.955669 30.306198
1620.0,"197198, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, улица Воскова, дом 1, ",59.95719899999999 30.302989
1621.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Большой проспект П.С., дом 73/36, ",59.9649347 30.3110652
1622.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Кронверкский проспект, дом 49, ",59.95640100000001 30.309979
1623.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Сытнинская улица, дом 7, ",59.957874 30.310595
1624.0,"197101, Город Санкт-Петербург, Петроградский район, муниципальное образование муниципальный округ Кронверкское, Большая Монетная улица, дом 2/4, ",59.960801 30.312315
